coming_soon,street_address_1,street_address_2,city,state,station_name,zip,longitude,latitude,num_chargers,availability,power_kW,amenities,link
False,San Carlos Marketplace1127 Industrial Road,,San Carlos,CA,"San Carlos, CA Supercharger",94070,-122.24544,37.503005,19,available 24/7,72,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sancarlocaliforniasupercharger
False,Target990 990 Avenida Vista Hermosa,,San Clemente,CA,"San Clemente, CA - Avenida Vista Hermosa Supercharger",92673,-117.60813,33.46293,16,available 24/7,250,"shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/sanclementecaavenidavistahermosasupercharger
False,Outlets at San Clemente101 West Avenida Vista Hermosa,,San Clemente,CA,"San Clemente, CA Supercharger",92672-7706,-117.626864,33.436793,21,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sanclementesupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/sandiegofashionvalley
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/sdkearnymesa
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/sandiego
False,Qualcomm Incorporated10155 Pacific Heights Blvd,,San Diego,CA,San Diego Supercharger,92121-4214,-117.194181,32.90294,12,available 24/7,150,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/sandiegopacificheightssupercharger
True,,,San Diego,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SanDiegoCAQ322
False,6th & A Parking Garage1350 6th Avenue,,San Diego,CA,"San Diego, CA - A Street Supercharger",92101,-117.159545,32.71915,16,available 24/7,72,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/sandiegosupercharger
False,Balboa Mesa5617 Balboa Avenue,,San Diego,CA,"San Diego, CA - Balboa Ave Supercharger",92111,-117.179721,32.819686,16,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/sandiegocabalboaavesupercharger
False,Camino De La Plaza4211 Camino De La Plaza,,San Diego,CA,"San Diego, CA - Camino De La Plaza Supercharger",92173,-117.040851,32.545323,8,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SanYsidroCAsupercharger
False,Target17170 Camino Del Sur,,San Diego,CA,"San Diego, CA - Camino Del Sur Supercharger",92127,-117.12639,33.02002,16,available 24/7,72,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sdcaminodelsursupercharger
False,Torrey Hills Center4639 Carmel Mountain Road,,San Diego,CA,"San Diego, CA - Carmel Mountain Road Supercharger",92130,-117.214283,32.921468,24,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/sandiegocacarmelmountainrdsupercharger
False,Fashion Valley Mall7007 Friars Road,,San Diego,CA,"San Diego, CA - Friars Road Supercharger",92108,-117.163314,32.768391,"24,24","available 24/7,available 24/7","250,72","restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sdmissionvalleysupercharger
False,Target8251 Mira Mesa Boulevard,,San Diego,CA,"San Diego, CA - Mira Mesa Boulevard Supercharger",92126,-117.145678,32.911788,16,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/MiraMesaCAsupercharger
False,Friars Mission Center5680 Mission Center Road,,San Diego,CA,"San Diego, CA - Mission Center Road Supercharger",92108,-117.15438,32.776162,10,available 24/7,250,"restaurants,shopping,beverage",http://tesla.com/findus/location/supercharger/SanDiegoCAMissionValleysupercharger
False,3810  Valley Centre Drive,,San Diego,CA,"San Diego, CA - Scripps Poway Parkway Supercharger",92130,-117.099475,32.936306,not available,not available,not available,not available,http://tesla.com/findus/location/supercharger/sandiegocasupercharger9
False,Liberty Station2495 Truxtun Road,,San Diego,CA,"San Diego, CA - Truxtun Road Supercharger",92106,-117.216047,32.738478,12,available 24/7,250,"restaurants,shopping,beverage",http://tesla.com/findus/location/supercharger/sandiegocatruxtunroadsupercharger
False,The Aventine8980 University Center Lane,,San Diego,CA,"San Diego, CA - University Center Lane",92122,-117.2243,32.87091,7,available 24/7,72,"restaurants,lodging",http://tesla.com/findus/location/supercharger/LaJollaCAsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/universitytownecentre
False,San Fernando Public Parking Lot 81010 Celis Street,,San Fernando,CA,"San Fernando, CA Supercharger",91340,-118.441671,34.281476,12,available 24/7,250,restaurants,http://tesla.com/findus/location/supercharger/SanFernandoCAsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/sanfranciscovanness
True,,,San Francisco,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SanFranciscoCASupercharger22
False,City Center2675 Geary Blvd,,San Francisco,California,"San Francisco, CA - Geary Boulevard Supercharger",94118,-122.447026,37.782076,"16,18","available 24/7,available 24/7","250,72","restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SanFranciscoCAsupercharger2
False,Letterman Digital Arts Center1 Letterman Drive,,San Francisco,CA,"San Francisco, CA - Letterman Drive Supercharger",94129,-122.448715,37.798185,6,available 24/7,72,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/sflettermandrsupercharger
False,Opera Plaza601 Van Ness Avenue,,San Francisco,CA,"San Francisco, CA Supercharger",94102,-122.421319,37.781445,12,available 24/7,72,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/sanfranciscocasupercharger
False,San Gabriel Town Square140 W Valley Blvd,,San Gabriel,CA,"San Gabriel, CA Supercharger",91776,-118.100073,34.07742,20,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SanGabrielCAsupercharger
True,,,San Jose,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SanJoseCAsupercharger3
True,,,San Jose,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SanJoseCAQ322
False,760 Newhall Drive,,San Jose,CA,"San Jose, CA - 925 Blossom Hill Road Supercharger",95110,-121.860764,37.250787,not available,not available,not available,not available,http://tesla.com/findus/location/supercharger/sanjosecasupercharger5
False,Westfield Oakridge925 Blossom Hill Road,,San Jose,CA,"San Jose, CA - 925 Blossom Hill Supercharger",95123,-121.956825,37.417306,24,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/sanjoseblossomcasupercharger
False,Princeton Plaza1375 Blossom Hill Road,,San Jose,CA,"San Jose, CA - Blossom Hill Road Supercharger",95118,-121.891112,37.244614,18,available 24/7,72,"restaurants,wifi",http://tesla.com/findus/location/supercharger/sjblossomhillsupercharger
False,Almaden Ranch5160 Cherry Avenue,,San Jose,CA,"San Jose, CA - Cherry Avenue Supercharger",95118,-121.871401,37.25845,24,available 24/7,72,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sanjosecherryavesupercharger
False,Target533 Coleman Avenue,,San Jose,CA,"San Jose, CA - Coleman Avenue Supercharger",95110,-121.90366,37.339563,12,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sanjosecaliforniasupercharger
False,Gould Shopping Center1029 East Capitol Expressway,,San Jose,CA,"San Jose, CA - E Capitol Expressway Supercharger",95121,-121.824873,37.300233,20,available 24/7,250,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sanjosecaecapitolexpresswaysupercharger
False,Target95 Holger Way,,San Jose,CA,"San Jose, CA - Holger Way Supercharger",95134,-121.956825,37.417306,16,available 24/7,72,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/sanjosecaholgerwaysupercharger
False,Santana Row Destination Charging - Parking Level 4330 Winchester Blvd,,San Jose,CA,"San Jose, CA - Santana Row Supercharger",95128,-121.949106,37.321909,26,available 24/7,72,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/santanarowsjsupercharger
False,Santana Row Destination Charging - Valet Access330 Winchester Blvd,,San Jose,CA,"San Jose, CA - Valet - Santana Row Supercharger",95128,-121.948644,37.321981,10,available 24/7,72,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/santanarowvaletsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/santanarow
True,,,San Juan Capistrano,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SanJuanCapistranoCASupercharger
False,Union Bank31971  Camino Capistrano,,San Juan Capistrano,CA,"San Juan Capistrano, CA Supercharger",92675-3217,-117.66309,33.498538,7,available 24/7,150,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/sanjuancapistranosupercharger
False,Marina Square Center1201 Marina Blvd,,San Leandro,CA,"San Leandro, CA Supercharger",94577,-122.161469,37.710644,12,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SanLeandroCAsupercharger
False,San Luis Obispo Public Market3897 South Higuera St,,San Luis Obispo,CA,"San Luis Obispo, CA - Higuera St. Supercharger",93401,-120.671311,35.248137,20,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SanLuisObispoCASupercharger3
False,Prefumo Creek Commons11970 Los Osos Valley Road,,San Luis Obispo,CA,"San Luis Obispo, CA - Los Osos Valley Road Supercharger",93405,-120.684236,35.253723,16,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SanLuisObispoCAsupercharger
False,Madonna Inn100 Madonna Road,,San Luis Obispo,CA,"San Luis Obispo, CA Supercharger",93405,-120.676216,35.265129,"4,14","available 24/7,available 24/7","250,150","restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/sanluisobisposupercharger
False,Creekside Marketplace563 Grand Avenue,,San Marcos,CA,"San Marcos, CA Supercharger",92069,-117.175992,33.136529,20,available 24/7,250,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/SanMarcosCAsupercharger
False,Park Place1200 Park Place,,San Mateo,CA,San Mateo Supercharger,94403-1592,-122.29011,37.5447,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sanmateosupercharger
True,,,San Mateo,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SanMateoCASupercharger
True,,,San Mateo,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SanMateoCAQ322
False,Target2220 Bridgepointe Pkwy,,San Mateo,CA,"San Mateo, CA - Bridgepointe Pkwy Supercharger",94404-1569,-122.28434,37.558395,12,available 24/7,150,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/sanmbridgepointepkwysupercharger
False,Target1206 West Hillsdale Boulevard,,San Mateo,CA,"San Mateo, CA - Hillsdale Boulevard Supercharger",94403,not available,not available,12,available 24/7,250,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sanmateocahillsdaleblvdsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/sanrafaelca
True,,,San Rafael,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SanRafaelCASupercharger
False,Diablo Plaza2415-2505 San Ramon Valley Boulevard,,San Ramon,CA,"San Ramon, CA - Diablo Plaza Supercharger",94583,-121.97985,37.77486,20,available 24/7,72,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sanramondiabloplazasupercharger
False,Gateway Center21001  San Ramon Valley Boulevard,,San Ramon,CA,"San Ramon, CA - San Ramon Valley Boulevard Supercharger",94583,-121.944218,37.723074,16,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SanRamonCAsupercharger
False,Target2610 Bishop Drive,,San Ramon,CA,"San Ramon, CA Supercharger",94583,-121.963391,37.762806,16,available 24/7,150,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/sanramoncaliforniasupercharger
False,Target2040 California Avenue,,Sand City,CA,"Sand City, CA Supercharger",93955,-121.844121,36.621965,12,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SandCityCAsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/santaanaservice
False,Mainplace Mall2800 N. Main Street,,Santa Ana,CA,Santa Ana Supercharger,92705-6607,-117.872041,33.775859,"12,2","available 24/7,available 24/7","150,72","restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/santaanasupercharger
False,5th & Spurgeon Parking Garage300 East 5th Street,,Santa Ana,CA,"Santa Ana, CA - East 5th Street Supercharger",92701,-117.865797,33.748783,20,available 24/7,72,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/santaanacaeast5thstsupercharger
True,,,Santa Barbara,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SantaBarbaraCAsupercharger
False,Five Points Shopping Center3943 State Street,,Santa Barbara,CA,"Santa Barbara, CA Supercharger",93105,-119.753686,34.439989,16,available 24/7,250,"restaurants,shopping",http://tesla.com/findus/location/supercharger/santabarbaracaliforniasupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/santabarbara
False,Rivermark Village3945 Rivermark Plaza,,Santa Clara,CA,"Santa Clara, CA Supercharger",95054,-121.94524,37.395486,16,available 24/7,72,"restaurants,wifi,shopping,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/santaclaracasupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/santaclara
False,Bridgeport Marketplace24061 Newhall Ranch Road,,Valencia,CA,"Santa Clarita, CA Supercharger",91355,-118.554099,34.430977,"8,24","available 24/7,available 24/7","250,150","restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/santaclaritacaliforniasupercharger
False,,,,CA,"Santa Cruz, CA Supercharger",not available,-122.013846,36.979026,not available,not available,not available,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/santacruzcaliforniasupercharger
False,East Towne Center Parking Garage371 Town Center East,,Santa Maria,CA,"Santa Maria, CA Supercharger",93454,-120.435169,34.952989,not available,not available,not available,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SantaMariaCAsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/santamonicaplace
False,Santa Monica Place395 Santa Monica Place,,Santa Monica,CA,"Santa Monica, CA - Santa Monica Place Supercharger",90401,-118.49364,34.014763,16,available 24/7,72,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/santamonicacaliforniasupercharger
False,Chevron1819  Cloverfield Boulevard,,Santa Monica,CA,"Santa Monica, CA Supercharger",90404,-118.469758,34.025016,16,available 24/7,250,restrooms,http://tesla.com/findus/location/supercharger/SantaMonicaCASupercharger
False,Hotel Mission De Oro13070 CA-33,,Santa Nella,CA,"Santa Nella, CA Supercharger",95322,-121.015801,37.099382,8,available 24/7,250,"restaurants,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/SantaNellaCASupercharger
False,,,,CA,"Santa Rosa, CA Supercharger",not available,-122.730226,38.459409,not available,not available,not available,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/santarosacasupercharger
False,Don's Market30270 CA-78,,Santa Ysabel,CA,"Santa Ysabel, CA Supercharger",92070,-116.674411,33.109255,8,available 24/7,250,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/SantaYsabelCAsupercharger
False,King's Village - Scotts Valley230 Mount Hermon Road,,Scott's Valley,CA,"Scotts Valley, CA, Supercharger",95066,-122.028092,37.047742,16,available 24/7,250,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/scottsvalleysupercharger
False,,,,CA,"Selma, CA Supercharger",not available,-119.630755,36.576394,not available,not available,not available,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/SelmaCASupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/shermanoaksfashionsquaremall
True,,,Sherman Oaks,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/ShermanOaksCAsupercharger
False,Target51 Tierra Rejada Road,,Simi Valley,CA,"Simi Valley, CA - Tierra Rejada Road Supercharger",93065,-118.797297,34.272092,16,available 24/7,250,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/simivalleycasupercharger
False,100 Front Street,,Soledad,CA,"Soledad, CA - Front Street Supercharger",93960,-121.334654,36.429978,8,available 24/7,250,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/soledadsupercharger
False,AMPM2080 H Dela Rosa St,,Soledad,CA,"Soledad, CA - H Dela Rosa Street Supercharger",93960,-121.31999,36.418472,7,available 24/7,250,"restaurants,beverage,restrooms",http://tesla.com/findus/location/supercharger/soledadcahdelarosastreetsupercharger
False,Sonoma Community Center276 East Napa Street,,Sonoma,CA,"Sonoma, CA Supercharger",95476,-122.452213,38.291627,8,available 24/7,250,restrooms,http://tesla.com/findus/location/supercharger/SonomaCAsupercharger
True,,,South Lake Tahoe,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SouthLakeTahoeCASupercharger
False,Embassy Suites250 Gateway Boulevard,,South San Francisco,CA,"South San Francisco, CA Supercharger",94080,-122.401558,37.655559,20,available 24/7,72,"restaurants,lodging,restrooms",http://tesla.com/findus/location/supercharger/southsfsupercharger
False,Morada Ranch4255  East Morada Lane,,Stockton,CA,"Stockton, CA - East Morada Lane Supercharger",95212,-121.261204,38.039397,12,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/StocktonCASupercharger
False,Hilton2323 Grand Canal Boulevard,,Stockton,CA,"Stockton, CA Supercharger",95207,-121.336342,37.984877,12,available 24/7,250,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/stocktonsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/stockton3131
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/sunnyvale
True,,,Sunnyvale,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/SunnyvaleCAQ322
False,Cherry Chase Center639 S Bernardo Ave,,Sunnyvale,CA,"Sunnyvale, CA - S Bernardo Ave Supercharger",94087,-122.05705,37.372459,16,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/sunnyvalecasbernardoavesupercharger
False,Target298 W. McKinley Ave.,,Sunnyvale,CA,"Sunnyvale, CA - W. McKinley Ave Supercharger",94086-6193,-122.032893,37.37339,10,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/sunnyvalecaliforniasupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/sunnyvale680
False,Diamond Mountain Casino & Hotel900 Skyline Road,,Susanville,CA,"Susanville, CA Supercharger",96130,-120.657908,40.430917,8,available 24/7,250,"restaurants,wifi,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/SusanvilleCAsupercharger
False,North Lake Tahoe Visitor Center140 Lake Boulevard,,Tahoe City,CA,"Tahoe City, CA Supercharger",96145,-120.144472,39.167745,6,available 24/7,150,restrooms,http://tesla.com/findus/location/supercharger/tahoecitysupercharger
False,,,,CA,Tejon Ranch Supercharger,not available,-118.946272,34.98737,not available,not available,not available,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/tejonranchcasupercharger
False,,,,CA,"Tejon Ranch, CA – Outlets at Tejon Pkwy Supercharger",not available,-118.943854,34.985735,not available,not available,not available,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/ArvinCAsupercharger
False,,,,CA,Temecula Supercharger,not available,-117.152568,33.52421,not available,not available,not available,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/temeculasupercharger
True,,,Temecula,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/TemeculaCASupercharger
False,Circle K30515 Temecula Parkway,,Temecula,CA,"Temecula, CA - Temecula Parkway Supercharger",92592,-117.12932,33.475149,8,available 24/7,250,"shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SouthTemeculaCAsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/temecularancho
False,The Promenade at Westlake4000 East Thousand Oaks Boulevard,,Thousand Oaks,CA,"Thousand Oaks, CA - East Thousand Oaks Boulevard Supercharger",91362,-118.823613,34.158348,24,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/thousandoakssupercharger
False,The Oaks350 West Hillcrest Drive,,Thousand Oaks,CA,"Thousand Oaks, CA - West Hillcrest Drive Supercharger",91360,-118.890892,34.184617,20,available 24/7,72,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/thousandoakswesthillcrestsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/torrance
True,,,Torrance,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/TorranceCASupercharger2
False,Del Amo Fashion Center3490  Fashion Way,,Torrance,CA,"Torrance, CA Supercharger",90503,-118.348981,33.834768,20,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/TorranceCAsupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/torrancedelamomall
True,,,Tracy,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/TracyCAQ322
False,Golden Corral2850   West Grant Line Road,,Tracy,CA,"Tracy, CA - West Grant Line Road Supercharger",95304,-121.468075,37.753899,12,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/TracyCASupercharger
False,Bravo Farms Cheese Factory36005 CA-99,,Traver,CA,"Traver, CA Supercharger",93673,-119.486685,36.448917,16,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/traversupercharger
False,The Rock11209 Brockway Road,,Truckee,CA,Truckee Brockway Road Supercharger,96161-2221,-120.1621,39.321865,8,available 24/7,150,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/truckeebrockwayroadsupercharger
False,Gateway at Donner Pass11290 Donner Pass Rd,,Truckee,CA,Truckee Donner Pass Supercharger,96161-4808,-120.20741,39.327438,11,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/truckeecaliforniadonnersupercharger
True,,,Truckee,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/TruckeeCAQ322
False,Soaring WaySoaring Way,,Truckee,CA,"Truckee, CA - Soaring Way Supercharger",not available,-120.155831,39.319501,12,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/TruckeeCAsupercharger
False,Countryside Plaza1680 Countryside Drive,,Turlock,CA,"Turlock, CA Supercharger",95380,-120.876381,37.509278,16,available 24/7,250,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/TurlockCAsupercharger
True,,,Tustin,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/TustinCASupercharger10
False,,,,CA,"Tustin, CA - Red Hill Avenue Supercharger",not available,-117.82171,33.728264,not available,not available,not available,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/TustinCAQ322
False,The Village at Tustin Legacy15160 Kensington Park Drive,,Tustin,CA,"Tustin, CA Supercharger",92782,-117.816646,33.711105,8,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/tustincaliforniasupercharger
False,Tortoise Rock Casino73829 Baseline Road,,Twentynine Palms,CA,Twentynine Palms Supercharger,92277-4125,-116.050953,34.12046,8,available 24/7,150,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/twentyninepalmssupercharger
False,City of Ukiah Municipal Parking Lot E250 W Clay St.,,Ukiah,CA,Ukiah Supercharger,95482-4830,-123.208604,39.1481,8,available 24/7,150,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/ukiahsupercharger
False,Raley's1315   North State Street,,Ukiah,CA,"Ukiah, CA - North State Street Supercharger",95482,-123.210423,39.167816,12,available 24/7,250,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/UkiahCASupercharger2
False,Union Square Marketplace34536  Alvarado-Niles Road,,Union City,CA,"Union City, CA Supercharger",94587,-122.020124,37.587022,12,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/UnionCityCAsupercharger
False,Vacaville Premium Outlets321 Nut Tree Road,,Vacaville,CA,Vacaville Supercharger,95687-3242,-121.958136,38.366645,16,available 24/7,150,"restaurants,wifi,shopping,lodging",http://tesla.com/findus/location/supercharger/vacavillecasupercharger
True,,,Vacaville,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/VacavilleCAQ322
True,,,Valencia,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/ValenciaCAQ322
False,Solano 80 Shopping Center2155  Solano Avenue,,Vallejo,CA,"Vallejo, CA - Solano Avenue Supercharger",94590,-122.232021,38.105268,20,available 24/7,250,"restaurants,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/VallejoCASupercharger
False,,,,CA,"Vallejo, CA Supercharger",not available,-122.223418,38.131238,not available,not available,not available,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/vallejosupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/vallejoadmiral
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/vannuys
True,,,Ventura,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/VenturaCAQ322
True,,,Victorville,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/VictorvilleCASupercharger
True,,,Victorville,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/VictorvilleCAQ322
True,,,Visalia,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/VisaliaCAsupercharger
True,,,Visalia,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/VisaliaCAQ322
False,401  Vista Village Drive,,Vista,CA,"Vista, CA Supercharger",92083,-117.245757,33.200243,20,available 24/7,250,"restaurants,beverage",http://tesla.com/findus/location/supercharger/vistasupercharger
True,,,Walnut Creek,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/WalnutCreekCAQ322
False,Plaza Escuela1153 Locust Street,,Walnut Creek,CA,"Walnut Creek, CA Supercharger",94596,-122.061872,37.8952,24,available 24/7,72,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/walnutcreekcasupercharger
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/walnutcreek
False,,,,CA,"Watsonville, CA Supercharger",not available,-121.773048,36.915621,not available,not available,not available,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/watsonvillecasupercharger
False,1665  Main Street,,Weaverville,CA,"Weaverville, CA Supercharger",96093,-122.927085,40.720346,8,available 24/7,250,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/WeavervilleCASupercharger
False,,,,TX,"Webster, TX Supercharger",not available,-95.121974,29.519144,not available,not available,not available,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/webstertxsupercharger
True,,,West Covina,CA,,,,,,,,,http://tesla.com/findus/location/supercharger/WestCovinaCASupercharger
False,Sunset Lot Public Parking8775   Sunset Boulevard,,West Hollywood,CA,"West Hollywood, CA Supercharger",90069,-118.382628,34.091242,8,available 24/7,250,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/WestHollywoodCAsupercharger
False,8560 W Sunset Blvd,,West Hollywood,CA,"West Hollywood, CA Supercharger",90069,0,0,not available,not available,not available,not available,http://tesla.com/findus/location/supercharger/13490
,,,,,,,,,,,,,http://tesla.com/findus/location/supercharger/westlosangelessantamonicablvd
