coming_soon,street_address_1,street_address_2,city,state,station_name,zip,longitude,latitude,amenities,link,chargers_250kW,chargers_150kW,chargers_72kW
False,Raley's Lakewood Center8852 Lakewood Drive,,Windsor,CA,"Windsor, CA Supercharger",95492,-122.805841,38.549441,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/WindsorCAsupercharger,12.0,0.0,0.0
False,Target2185 Bronze Star Drive,,Woodland,CA,"Woodland, CA Supercharger",95776,-121.723886,38.671345,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/woodlandcasupercharger,8.0,0.0,0.0
False,EddieWorld36017 Calico Road,,Yermo,CA,"Yermo, CA Supercharger",92398,-116.835467,34.907278,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/yermosupercharger,0.0,18.0,4.0
True,,,Yorba Linda,CA,,,,,,http://tesla.com/findus/location/supercharger/YorbaLindaCASupercharger,,,
True,,,Yorba Linda,CA,,,,,,http://tesla.com/findus/location/supercharger/YorbaLindaCAQ322,,,
False,1808 Fort Jones Road,,Yreka,CA,"Yreka, CA Supercharger",96097,-122.645088,41.701531,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/YrekaCAsupercharger,12.0,0.0,0.0
False,New Earth Market1475 Tharp Road,,Yuba City,CA,"Yuba City, CA Supercharger",95993,-121.647839,39.147922,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/yubacitycaliforniasupercharger,0.0,10.0,0.0
False,57220-57274  Twentynine Palms Highway,,Yucca Valley,CA,"Yucca Valley, CA Supercharger",92284,-116.416066,34.123116,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/YuccaValleyCASupercharger,16.0,0.0,0.0
False,Inn at Aspen38750 Highway 82,,Aspen,CO,"Aspen, CO Supercharger",81611-2506,-106.858507,39.204837,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/aspencosupercharger,0.0,8.0,0.0
False,Twenty Ninth Street1710 29th Street,,Boulder,CO,"Boulder, CO Supercharger",80301,-105.257022,40.020289,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/bouldercosupercharger,0.0,10.0,0.0
False,Kum & Go5112 East Bromley Lane,,Brighton,CO,"Brighton, CO Supercharger",80603,-104.748624,39.971977,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/brightoncosupercharger,8.0,0.0,0.0
False,Tomahawk Brush Travel Stop1156  CO-71,,Brush,CO,Brush Supercharger,80723-2902,-103.622026,40.270918,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/brushsupercharger,0.0,8.0,0.0
False,Centennial Promenade9555 East County Line Road,,Centennial,CO,"Centennial, CO Supercharger",80112,-104.877979,39.567205,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/centennialcosupercharger,12.0,0.0,0.0
False,Cascade Parking Garage215 North Cascade Avenue,,Colorado Springs,CO,Colorado Springs Supercharger,80903-1312,-104.824889,38.837573,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/coloradospringssupercharger,0.0,8.0,0.0
False,The Village at Aspen Park25637 Conifer Road,,Conifer,CO,"Conifer, CO - Conifer Road Supercharger",80433-9078,-105.289877,39.544084,"restaurants,shopping",http://tesla.com/findus/location/supercharger/conifercosupercharger,8.0,0.0,0.0
False,Kum & Go700 East Victory Way,,Craig,CO,"Craig, CO Supercharger",81625,-107.53879,40.514147,"restaurants,wifi,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/CraigCOsupercharger,8.0,0.0,0.0
False,Boulevard 144 Pontiac St,,Denver,CO,"Denver, CO - 1st Avenue Supercharger",80224,-104.905923,39.7175888,"restaurants,shopping,beverage",http://tesla.com/findus/location/supercharger/DenverCOEastsupercharger,16.0,0.0,0.0
False,Hampton Inn & Suites4310 Airport Way,,Denver,CO,"Denver, CO Supercharger",80239-5796,-104.794648,39.77512,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/denversupercharger,4.0,6.0,0.0
False,Edwards Station434 Edwards Access Road,,Edwards,CO,"Edwards, CO Supercharger",81632,-106.5871433,39.64855654,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/EdwardsCOSupercharger,8.0,0.0,0.0
False,The Stanley Hotel333 Wonderview Avenue,,Estes Park,CO,"Estes Park, CO Supercharger",80517-9665,-105.519754,40.38382,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/estesparksupercharger,0.0,7.0,0.0
False,Residence Inn Glenwood Springs125 Wulfsohn Road,,Glenwood Springs,CO,"Glenwood Springs, CO Supercharger",81601-8700,-107.340171,39.552676,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/glenwoodspringssupercharger,0.0,6.0,0.0
False,Mesa Mall2424 U.S-6,,Grand Junction,CO,"Grand Junction, CO Supercharger",81505-1109,-108.604325,39.090758,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/grandjunctionsupercharger,0.0,6.0,0.0
False,Kum & Go1319 Miner Street,,Idaho Springs,CO,"Idaho Springs, CO Supercharger",80452,-105.518318,39.741722,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/idahospringscosupercharger,8.0,0.0,0.0
False,Kum & Go #0909605 Park Avenue,,Kremmling,CO,"Kremmling, CO - Park Avenue Supercharger",80459,-106.387987,40.059614,"restaurants,wifi,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/kremmlingcoparkavenuesupercharger,8.0,0.0,0.0
False,Colorado Mills14500 West Colfax Avenue,,Lakewood,CO,"Lakewood, CO Supercharger",80401,-105.154111,39.733802,"restaurants,shopping,beverage",http://tesla.com/findus/location/supercharger/lakewoodwcosupercharger,16.0,0.0,0.0
False,Colorado Welcome Center109  E Beech St,,Lamar,CO,"Lamar, CO Supercharger",81052,-102.617951,38.089303,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/LamarCOSupercharger,8.0,0.0,0.0
False,Arby's2221 6th St.,,Limon,CO,"Limon, CO Supercharger",80828,-103.7087172,39.26937369,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/limonsupercharger,8.0,6.0,0.0
False,Park Meadows8401 Park Meadows Center Drive,,Lone Tree,CO,"Lone Tree, CO - Park Meadows Center Drive",80124-5128,-104.873454,39.562731,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/lonetreesupercharger,0.0,10.0,0.0
False,"Embassy Suites by Hilton Loveland Hotel, Spa & Conference Center4705 Clydesdale Parkway",,Loveland,CO,Loveland Supercharger,80538-9347,-104.991324,40.441566,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/lovelandsupercharger,0.0,10.0,0.0
False,533 North 1st Street,,Montrose,CO,"Montrose, CO Supercharger",81401,-107.87662,38.481363,restrooms,http://tesla.com/findus/location/supercharger/montrosecosupercharger,8.0,0.0,0.0
False,Kum & Go #65017970 Knollwood Drive,,Monument,CO,"Monument, CO Supercharger",80132,-104.8526079,39.09231906,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/MonumentCOsupercharger,8.0,0.0,0.0
False,Mountain Village Gondola Parking Garage455 Mountain Village Blvd,,Mountain Village,CO,"Mountain Village, CO Supercharger",81435-9459,-107.8546008,37.9333253,"shopping,beverage",http://tesla.com/findus/location/supercharger/MountainVillageCOsupercharger,8.0,0.0,0.0
False,Grub & Scrub28 Cardinal Way,,Parachute,CO,"Parachute, CO",81635,not available,not available,restaurants,http://tesla.com/findus/location/supercharger/ParachuteCOQ322,12.0,0.0,0.0
False,High Valley Center6250 US Highway 285,,Poncha Springs,CO,"Poncha Springs, CO Superchargers",81242-0000,-106.076212,38.511445,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/ponchaspringssupercharger,0.0,8.0,0.0
False,Central Main St Parking Garage101-149  Richmond Avenue,,Pueblo,CO,"Pueblo, CO Supercharger",81003,-104.608993,38.266702,"restaurants,lodging,restrooms",http://tesla.com/findus/location/supercharger/PuebloCOSupercharger,12.0,0.0,0.0
False,Kum & Go101 Ruby Ranch Road,,Silverthorne,CO,"Silverthorne, CO - Ruby Ranch Rd Supercharger",80498,-106.0800734,39.64591144,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/SilverthorneCOsupercharger,8.0,0.0,0.0
False,Outlets At Silverthorne246-V  Rainbow Dr,,Silverthorne,CO,"Silverthorne, CO Supercharger",80498-0497,-106.070818,39.631467,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/silverthorne246cosupercharger,0.0,12.0,0.0
False,"Superior, CO2  South Marshall Road",,Superior,CO,"Superior, CO - South Marshall Road Supercharging",80027,-105.164646,39.954889,"wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/superiorcosouthmarshallroadsupercharging,16.0,0.0,0.0
False,,,Thornton,CO,"Thornton, CO Supercharger",not available,-104.985596,39.914897,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/thortoncosupercharger,,,
False,Trinidad Fuel Stop9960 Santa Fe Trail,,Trinidad,CO,"Trinidad, CO Supercharger",81082-3968,-104.519352,37.134167,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/trinidadsupercharger,3.0,6.0,0.0
False,Kum & Go7450 Federal Blvd,,Westminster,CO,"Westminster, CO Supercharger",80030,-105.02389,39.83093,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/WestminsterCOsupercharger,8.0,0.0,0.0
False,Danbury Fair Mall7 Backus Ave,,Danbury,CT,"Danbury, CT Supercharger",06810-7422,-73.477961,41.379441,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/danburyctsupercharger,0.0,10.0,0.0
False,Connecticut Welcome Center1 E Trail,,Darien,CT,"Darien, CT North Supercharger",06820-5513,-73.46135,41.080103,"wifi,restrooms",http://tesla.com/findus/location/supercharger/dariennorthsupercharger,10.0,0.0,0.0
False,Connecticut Welcome Center1 West Ave.,,Darien,CT,"Darien, CT South Supercharger",06820-4737,-73.504917,41.067306,"wifi,restrooms",http://tesla.com/findus/location/supercharger/dariensouthsupercharger,12.0,0.0,0.0
True,,,Fairfield,CT,,,,,,http://tesla.com/findus/location/supercharger/FairfieldCTsupercharger,,,
False,Fairfield NB165 Round Hill Road,,Fairfield,CT,"Fairfield, CT - Northbound Supercharger",06824,-73.257238,41.146469,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/fairfieldctnsupercharger,12.0,0.0,0.0
False,Fairfield SB267 Round Hill Road,,Fairfield,CT,"Fairfield, CT - Southbound Supercharger",06824,-73.255484,41.147897,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/fairfieldctssupercharger,8.0,0.0,0.0
False,Greenwich Northbound Travel Plaza3000 Merritt Parkway,,Greenwich,CT,"Greenwich, CT North Supercharger",06830-6831,-73.671661,41.041538,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/greenwichnorthsupercharger,0.0,4.0,0.0
False,Greenwich Southbound Travel Plaza2000 Merritt Parkway,,Greenwich,CT,"Greenwich, CT South Supercharger",06830-6831,-73.673445,41.040555,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/greenwichsouthsupercharger,0.0,4.0,0.0
True,,,Guilford,CT,,,,,,http://tesla.com/findus/location/supercharger/GuilfordCTQ322,,,
False,Hamden Plaza2100 Dixwell Avenue,,Hamden,CT,"Hamden, CT - Dixwell Avenue Supercharger",06514,-72.919997,41.369606,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/HamdenCTsupercharger,12.0,0.0,0.0
False,Pride Stores165 Leibert Road,,Hartford,CT,"Hartford, CT - Leibert Road Supercharger",06120,-72.65546,41.788303,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/hartfordctleibertroadsupercharger,0.0,12.0,0.0
False,777 Main Street777 Main Street,,Hartford,CT,"Hartford, CT Supercharger",06824-2308,-72.674129,41.766493,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/hartfordctsupercharger,0.0,0.0,6.0
False,Lisbon Landing160 River Road,,LIsbon,CT,"Lisbon, CT Supercharger",06351,-71.991063,41.585664,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/lisbon160ctsupercharger,8.0,0.0,0.0
False,Madison Service Plaza (NB)1-95 North Avenue,,Madison,CT,"Madison, CT - Northbound Supercharger",06443,-72.58084,41.29042,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/nmadisonctsupercharger,10.0,0.0,0.0
False,Madison Service Plaza (SB)1-95 South Street,,Madison,CT,"Madison, CT - Southbound Supercharger",06443,-72.578087,41.291179,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/smadisonctsupercharger,10.0,0.0,0.0
False,The Plaza at Buckland Hills1470 Pleasant Valley Road,,Manchester,CT,"Manchester, CT Supercharger",06042-8764,-72.562282,41.80452,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/manchesterctsupercharger,0.0,16.0,0.0
False,Dunkin' Donuts903 East Main Street,,Meriden,CT,"Meriden, CT Supercharger",06450,-72.774199,41.527698,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/meridenctsupercharger,8.0,0.0,0.0
False,Connecticut Post Mall1201 Boston Post Road,,Milford,CT,Milford - Boston Post Road Supercharger,6460,-73.036133,41.238119,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/milfordbostonpostsupercharger,0.0,14.0,0.0
False,Milford Travel Plaza1 Connecticut Turnpike,,Milford,CT,"Milford, CT North Supercharger",06460-6461,-73.009059,41.245823,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/milfordnorthsupercharger,0.0,2.0,0.0
False,2 Connecticut Turnpike,,Milford,CT,"Milford, CT South Supercharger",06460-6461,-73.010522,41.246242,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/milfordsouthsupercharger,0.0,2.0,0.0
False,12  Coogan Boulevard,,Mystic,CT,"Mystic, CT Supercharger",06355,-71.95688,41.372215,"restaurants,shopping,beverage",http://tesla.com/findus/location/supercharger/MysticCTSupercharger,12.0,0.0,0.0
True,,,New Canaan,CT,,,,,,http://tesla.com/findus/location/supercharger/NewCanaanCTsupercharger,,,
True,,,New Haven,CT,,,,,,http://tesla.com/findus/location/supercharger/NewHavenCTsupercharger,,,
False,,,New London,CT,"New London, CT Supercharger",not available,-72.119373,41.370955,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/newlondonctsupercharger,,,
False,Route 7 Travel Plaza291 Danbury Road,,New Milford,CT,"New Milford, CT Supercharger",06776,-73.421944,41.538481,"restaurants,beverage,restrooms",http://tesla.com/findus/location/supercharger/torringtonsupercharger,8.0,0.0,0.0
False,North Canaan Shopping Center11 East Main Street,,North Canaan,CT,"North Canaan, CT Supercharger",06018,-73.322776,42.024304,"shopping,restrooms",http://tesla.com/findus/location/supercharger/northcanaanctsupercharger,8.0,0.0,0.0
False,Grand Central Fashion Plaza Shopping Center1145 High Ridge Rd,,North Stamford,CT,"North Stamford, CT Supercharger",06905-1215,-73.546669,41.107722,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/northstamfordsupercharger,0.0,8.0,0.0
True,,,Orange,CT,,,,,,http://tesla.com/findus/location/supercharger/OrangeCTQ322,,,
False,Pavilion West632 Cromwell Ave,,Rocky Hill,CT,"Rocky Hill, CT Supercharger",06067,-72.679726,41.653461,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/RockyHillCTSupercharger,12.0,0.0,0.0
True,,,Southington,CT,,,,,,http://tesla.com/findus/location/supercharger/SouthingtonCTSupercharger,,,
False,Ridgeway Shopping Center2233 Summer Street,,Stamford,CT,"Stamford, CT Supercharger",06905,-73.545495,41.068704,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/stamfordsupercharger,0.0,0.0,12.0
True,,,Vernon,CT,,,,,,http://tesla.com/findus/location/supercharger/VernonCTSupercharger,,,
False,Dunkin' Donuts160 Kukas Lane,,Waterbury,CT,"Waterbury, CT Supercharger",06705,-73.005613,41.53713,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/waterburyctsupercharger,0.0,8.0,0.0
False,Corbins Corner Shopping Center1445 New Britain Ave.,,West Hartford,CT,West Hartford Supercharger,06110-1659,-72.759717,41.722672,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/westhartfordsupercharger,0.0,8.0,0.0
False,Wawa2621 Philadelphia Pike,,Claymont,DE,"Claymont, DE - Philadelphia Pike Supercharger",19703,-75.469448,39.794553,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/claymontdephiladelphiapikesupercharger,8.0,0.0,0.0
False,Wawa605 Naamans Road,,Brandywine,DE,"Claymont, DE Supercharger",19703,-75.457259,39.817478,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/claymontdesupercharger,0.0,8.0,0.0
False,Wawa2800 North Dupont Highway,,Dover,DE,"Dover, DE Supercharger",19901,-75.54727,39.195256,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/doverdesupercharger,0.0,8.0,0.0
False,Wawa17663 Dartmouth Drive,,Lewes,DE,"Lewes, DE Supercharger",19958-4203,-75.153308,38.74431,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/lewesdesupercharger,0.0,8.0,0.0
False,Wawa5018 Summit Bridge Road,,Middletown,DE,"Middletown, DE Supercharger",94020,-75.720734,39.479708,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/MiddletownDEsupercharger,8.0,0.0,0.0
True,,,New Castle,DE,,,,,,http://tesla.com/findus/location/supercharger/NewCastleDEQ322,,,
False,Wawa4000  North Dupont Highway,,New Castle,DE,"New Castle, DE Supercharger",19720,-75.56193,39.70988,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/NewCastleDESupercharger,8.0,0.0,0.0
False,,,Newark Supercharger,DE,Newark Supercharger,not available,-75.69017,39.6635,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/newarkdesupercharger,,,
True,,,Newark,DE,,,,,,http://tesla.com/findus/location/supercharger/NewarkDEQ322,,,
True,,,Rehoboth Beach,DE,,,,,,http://tesla.com/findus/location/supercharger/RehobothBeachDEQ322,,,
False,Wawa30155 Veterans Way,,Rehoboth,DE,"Rehoboth Beach, DE Supercharger",19971,-75.103793,38.712616,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/rehobothbeachdesupercharger,8.0,0.0,0.0
False,Wawa22932  Sussex Highway,,Seaford,DE,"Seaford, DE Supercharger",19973,-75.59383,38.65932,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SeafordDESupercharger,8.0,0.0,0.0
True,,,Smyrna,DE,,,,,,http://tesla.com/findus/location/supercharger/SmyrnaDEQ322,,,
True,,,Washington,DC,,,,,,http://tesla.com/findus/location/supercharger/26833,,,
True,,,Washington,DC,,,,,,http://tesla.com/findus/location/supercharger/WashingtonDCSupercharger10,,,
False,Dakota Crossing2438 Market Street NE,,Washington,DC,"Washington, DC - Market Street NE Supercharger",20018,-76.953047,38.922189,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/washingtondcnesupercharger,12.0,0.0,0.0
False,Georgetown Safeway1855 Wisconsin Ave NW,,Washington,DC,"Washington, DC Supercharger",20007,-77.067303,38.915854,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/washingtonsupercharger,0.0,0.0,8.0
False,,,Alachua,FL,"Alachua, FL Supercharger",not available,-82.50169,29.79751,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/AlachuaFLsupercharger,,,
False,Renaissance Centre355 East Altamonte Drive,,Altamonte Springs,FL,"Altamonte Springs, FL Supercharger",32701,-81.381411,28.665051,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/altamontespringssupercharger,0.0,8.0,0.0
False,Wawa1615  South Orange Blossom Trail,,Apopka,FL,"Apopka, FL Supercharger",32703,-81.46924,28.65399,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/ApopkaFLSupercharger,8.0,0.0,0.0
False,Winn-Dixie1737  East Oak Street,,Arcadia,FL,"Arcadia, FL Supercharger",34266,-81.83774,27.2095,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/ArcadiaFLSupercharger,8.0,0.0,0.0
True,,,Aventura,FL,,,,,,http://tesla.com/findus/location/supercharger/AventuraFLSupercharger22,,,
False,Aventura Mall19501 Biscayne Boulevard,,Aventura,FL,"Aventura, FL Supercharger",33180,-80.143016,25.959456,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/aventuraflsupercharger,0.0,0.0,35.0
False,Winn Dixie at Big Pine Key Shopping Center251  Key Deer Boulevard,,Big Pine Key,FL,"Big Pine Key, FL Supercharger",33043,-81.356372,24.67294,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/BigPineKeyFLSupercharger,8.0,0.0,0.0
True,,,Boca Raton,FL,,,,,,http://tesla.com/findus/location/supercharger/BocaRatonFLsupercharger,,,
False,Boynton Town Center650  North Congress Avenue,,Boynton Beach,FL,"Boynton Beach, FL Supercharger",33426,-80.08852,26.53195,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/BoyntonBeachFLSupercharger,16.0,0.0,0.0
False,Regency Square2400 W Brandon Blvd,,Brandon,FL,"Brandon, FL Supercharger",33511-4721,-82.323525,27.940665,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/brandonsupercharger,0.0,8.0,0.0
False,Sunrise Plaza31100 Cortez Boulevard,,Brooksville,FL,"Brooksville, FL Supercharger",34602,-82.22999,28.52269,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/brooksvilleflsupercharger,12.0,0.0,0.0
False,"Canoe Creek Service PlazaMile Post 229, Florida's Turnpike",,Saint Cloud,FL,"Canoe Creek, FL - Florida Turnpike Service Plaza Supercharger",34769,-81.274626,28.095314,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/canoecreekflfloridaturnpikeserviceplsupercharger,8.0,0.0,0.0
False,Shoppes at Celebration Place6210 W Irlo Bronson Memorial Hwy,,Celebration,FL,"Celebration, FL Supercharger",34747,-81.53247,28.331278,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/celebrationfloridasupercharger,0.0,8.0,0.0
True,,,Chipley,FL,,,,,,http://tesla.com/findus/location/supercharger/ChipleyFLSupercharger,,,
False,Wawa26508 US Highway 19 North,,Clearwater,FL,"Clearwater, FL Supercharger",33761,-82.735903,28.013251,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/clearwaterflsupercharger,8.0,0.0,0.0
False,Redstone Plaza2670 South Ferdon Boulevard,,Crestview,FL,"Crestview, FL Supercharger",32536,-86.566653,30.733783,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/CrestviewFLsupercharger,8.0,0.0,0.0
False,Wawa505 US-19,,Crystal River,FL,"Crystal River, FL Supercharger",34429,-82.586671,28.899202,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/CrystalRiverFLsupercharger,8.0,0.0,0.0
False,Wawa11101  Southwest 184 Strett,,Cutler Bay,FL,"Cutler Bay, FL Supercharger",33157,-80.371655,25.598316,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/CutlerBayFLsupercharger,8.0,0.0,0.0
False,Wawa8103 Lake Wilson Road,,Davenport,FL,"Davenport, FL Supercharger",33896,-81.59004,28.258638,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/DavenportFLsupercharger,12.0,0.0,0.0
False,Tower Shops1904 South University Drive,,Davie,FL,"Davie, FL Supercharger",33324,-80.249692,26.092163,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/DavieFLsupercharger,8.0,0.0,0.0
False,Target 2500 West International Speedway Boulevard,,Daytona Beach,FL,"Daytona Beach, FL Supercharger",32114,-81.078989,29.183087,"wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/daytonabeachsupercharger,12.0,0.0,0.0
False,10th StreetCorner of Baldwin Ave. & 10th Street,,De Funiak Springs,FL,DeFuniak Springs Supercharger,32435-2853,-86.116677,30.720702,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/defuniakspringssupercharger,0.0,5.0,0.0
False,Wawa20 SW 12th Avenue,,Deerfield Beach,FL,"Deerfield Beach, FL Supercarger",33442,-80.119858,26.317396,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/deerfieldbeachsupercharger,8.0,0.0,0.0
False,Delray Marketplace14851 Lyons Road,,Delray Beach,FL,"Delray Beach, FL Supercharger",33446,-80.190377,26.455624,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/delraybeachflsupercharger,0.0,18.0,0.0
False,,,Deltona,FL,"Deltona, FL Supercharger",not available,-81.250567,28.950084,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/Deltonaflsupercharger,,,
False,Wawa3300  Northwest 87th Avenue,,Doral,FL,"Doral, FL Supercharger",33172,-80.33778,25.80622,"restaurants,beverage,restrooms",http://tesla.com/findus/location/supercharger/DoralFLSupercharger,8.0,0.0,0.0
False,Miromar Outlets10801 Corkscrew Road,,Estero,Florida,"Estero, FL Supercharger",33928,-81.772149,26.435708,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/EsteroFLSupercharger,16.0,0.0,0.0
False,Sonny's BBQ33505 South Dixie Hwy,,Florida City,FL,Florida City Supercharger,33034-5628,-80.474333,25.456567,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/floridacitysupercharger,0.0,8.0,0.0
False,Fort Drum Service Plaza184 Florida's Turnpike,,Okeechobee,FL,"Fort Drum, FL Supercharger",34972-4974,-80.82286,27.60089,"wifi,restrooms",http://tesla.com/findus/location/supercharger/fortdrumsupercharger,0.0,10.0,0.0
True,,,Fort Lauderdale,FL,,,,,,http://tesla.com/findus/location/supercharger/FortLauderdaleFLSupercharger20,,,
False,,,Fort Lauderdale,FL,"Fort Lauderdale, FL - Powerline Road Supercharger",not available,-80.155979,26.202218,"restaurants,beverage,restrooms",http://tesla.com/findus/location/supercharger/fortlauderdaleflpowerlinerdsupercharger,,,
False,Wawa2620 West Broward Boulevard,,Fort Lauderdale,FL,"Fort Lauderdale, FL Supercharger",33312,-80.177153,26.120873,"restaurants,wifi",http://tesla.com/findus/location/supercharger/fortlauderdaleflsupercharger,8.0,0.0,0.0
False,Colonial Square9355 Six Mile Cypress Parkway,,Fort Myers,FL,"Fort Myers, FL - Dani Drive Supercharger",33966-6527,-81.809942,26.60777,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/fortmyersflsupercharger,0.0,14.0,0.0
False,Gulf Coast Town Center9903 Gulf Coast Main Street,,Fort Meyers,FL,"Fort Myers, FL - Gulf Coast Main Street Supercharger",33913,not available,not available,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/fortmyersflgulfcoastmainstreetsupercharger,12.0,0.0,0.0
False,Wawa5575 Okeechobee Road,,Fort Pierce,FL,"Fort Pierce, FL Supercharger",34947,-80.381893,27.416831,"restaurants,wifi,beverage,restrooms",http://tesla.com/findus/location/supercharger/forepierceflsupercharger,8.0,0.0,0.0
